ref_area.label,source.label,indicator.label,sex.label,classif1.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 55-64,2023,79.192,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Male,Age (10-year bands): 65+,2023,23.311,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): Total,2023,49.56,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 15-24,2023,27.716,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 25-34,2023,66.67,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 35-44,2023,74.186,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 45-54,2023,73.149,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 55-64,2023,49.417,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (10-year bands): 65+,2023,10.491,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): Total,2023,58.462,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 15-19,2023,12.108,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 20-24,2023,52.3,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 25-29,2023,73.607,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 30-34,2023,79.668,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 35-39,2023,82.738,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 40-44,2023,82.698,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 45-49,2023,83.242,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 50-54,2023,78.864,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 55-59,2023,72.914,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 60-64,2023,54.062,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Total,Age (5-year bands): 65+,2023,15.636,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): Total,2023,68.158,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 15-19,2023,14.533,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 20-24,2023,58.586,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 25-29,2023,82.702,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 30-34,2023,91.234,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 35-39,2023,91.995,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 40-44,2023,91.844,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 45-49,2023,91.515,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 50-54,2023,87.143,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 55-59,2023,84.359,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 60-64,2023,73.671,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Male,Age (5-year bands): 65+,2023,23.311,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): Total,2023,49.56,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 15-19,2023,9.54,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 20-24,2023,45.804,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 25-29,2023,64.654,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 30-34,2023,68.65,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 35-39,2023,74.072,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 40-44,2023,74.295,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 45-49,2023,74.957,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 50-54,2023,71.043,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 55-59,2023,62.197,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 60-64,2023,35.921,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Female,Age (5-year bands): 65+,2023,10.491,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15+",2022,57.3,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15-64",2022,65.224,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 15-24",2022,30.811,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Total,"Age (Youth, adults): 25+",2022,63.909,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 15+",2022,67.347,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"LFS - Permanent Household Survey, Urban",Employment-to-population ratio by sex and age (%),Male,"Age (Youth, adults): 15-64",2022,74.103,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
